,C,C_Test,Html,Html_test,Java,Java_test,PHP,PHP_test,InternetPenetration,InternetUsers,UploadSpeed,Download,FixedBroadbandSubscriptions,ChargesIntellProperty,GovernmentExpenditureOnEducation,GrossEnrolmentRatio,HighTechnologyExports,GINIindex,IncomeShareLow20,SurveyMeanIncome,Unemployment,UnemploymentTertiaryEducation,GDP_BM
GAB,-0.3554560797923818,-0.4173439379738661,-0.6457385601110255,-0.17902372906370032,-0.5526713821349803,-0.46836901807429404,-0.6764176725202141,-0.19668570517495956,-1.2732996345754979,-1.002702122550367,-0.39965034107039576,-0.8134511571874585,-0.9666333866438,0.0,-0.3997934585090387,2.9102958981374106e-16,-0.5864064344042969,0.3738144718590637,-0.37565385525032097,0.0,2.022932571944963,-1.099724569210935,-0.3275663948625182
GBR,0.03346398468576573,0.07895866629204838,0.3333029244155411,-0.08809836648456396,0.036546404411532896,-0.1106548450236238,0.2818541605126478,-0.07610917592624268,1.5793592792209161,1.4406486320820902,-0.15913080091520654,1.0178264350486266,1.8027769439256383,-0.08700286650090969,0.6203244240595164,0.6456477854193496,1.0915013089677956,-0.9077970424347663,0.6648466415879376,2.068915878217633,-0.3947658458903162,0.22424565437319482,1.130909548862936
GEO,0.2776137539970725,2.7403369160881628,0.6054720218963092,0.03771020825503563,0.1323029358427619,0.9125289176598163,0.5122805630608211,0.14973796898855055,-0.07348403683730385,-0.23016528024769375,0.5586401102565786,0.015036037069886163,0.03333624343941723,-0.21704245201525157,-1.4114722834549827,-0.06286115452037087,-0.34515375152014466,0.09508730589921978,-0.517260431743102,-1.2936790805178668,0.8862533076339213,2.220708780094305,-0.5124888328238711
GHA,-0.33715832293261877,-0.4173439379738661,-0.5891750931438382,-0.17902372906370032,-0.5165870713130832,-0.4496985135497275,-0.6070323054894924,-0.1939534652629762,-1.163581984044867,-1.0034822635516616,-0.4469967072426772,-0.6121637754840896,-0.9941978489293091,0.0,0.8091149972668553,-1.029983757209633,-0.4087742735559101,0.4524982172735657,-0.7327487003190726,0.0,-1.0984243280750146,-3.7330851873527326e-16,-0.6118218913994621
GIB,0.11057123839197787,-0.4173439379738661,0.6432375371266982,1.0320775609657882,0.4133241815937742,7.615485939252025,0.17343905484276806,-0.19668570517495956,0.0,0.4781759652839304,0.0,-1.295500786861407e-16,2.325800443151109,0.0,0.0,2.9102958981374106e-16,0.0,0.0,-1.0936687419869822e-15,0.0,0.0,-3.7330851873527326e-16,0.0
GIN,-0.35312556921304605,-0.4173439379738661,-0.6435899218828112,-0.17902372906370032,-0.556746347737052,-0.42794325728323057,-0.6810750528055854,-0.19668570517495956,-1.5422848423280135,-1.673283042445465,-0.7784212704486466,-1.019114351536553,-1.013635259943359,-0.22136632635612613,-0.5568364087253049,-1.2231961354663934,-0.4106824318110602,-0.7530967972130349,0.6956306799559333,0.0,-1.206679502316421,-3.7330851873527326e-16,-0.6467983204753744
GMB,-0.3444438132579733,-0.4173439379738661,-0.6322013962919129,-0.17902372906370032,-0.5462631531731078,-0.46836901807429404,-0.6640237990391274,-0.19668570517495956,-1.1034142402054883,-1.2302780075613162,-0.7680050698907446,-1.0234901641822785,-1.0033686879979613,0.0,-0.9810734080589263,-1.5404238823772578,-0.8689076565679573,1.0606302157314074,-1.0221186609782338,0.0,-0.26846820717084297,-3.7330851873527326e-16,-0.6510366407045732
GNQ,-0.3467814432521586,-0.4173439379738661,-0.6297432186139761,-0.17902372906370032,-0.5434742062685654,-0.16742312562944128,-0.6683262463519175,-0.19668570517495956,-1.0184715430204834,-1.080460974256597,0.0,-1.295500786861407e-16,-0.9766044170916427,0.0,-1.299175739400448,2.9102958981374106e-16,0.0,0.0,-1.0936687419869822e-15,0.0,-0.10608546736955027,-3.7330851873527326e-16,-0.2137078310354013
GRC,0.03969141590900426,0.2402960883391955,0.13001312396566866,-0.11080307294427891,0.15231426686174493,0.22665263623830428,0.14851480091249467,-0.09146907940622519,0.5211148434577303,0.543022567005701,-0.688463174721312,-0.4422363844084194,1.1232858979112124,-0.1868408143096675,-0.32469318428700067,2.8445569410334075,0.1681130851075025,-0.3596780701405269,-0.5418876624374988,0.11007087844631792,3.213738930545144,0.48693817091544617,0.07375726722850863
GRD,-0.21488844657134387,-0.4173439379738661,0.13184812727777726,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.2962164217091265,-0.19668570517495956,-0.3601656398366954,0.07843126479114523,0.0,-1.295500786861407e-16,0.3194931720292266,-0.17058904183519347,-0.34511573255135003,0.4941237293328416,0.17307289861368094,0.0,-1.0936687419869822e-15,0.0,0.0,-3.7330851873527326e-16,-0.30279485332875444
GRL,-0.08699031046432706,-0.4173439379738661,-0.6457385601110255,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.6842920607728267,-0.19668570517495956,0.7299323073708672,0.5703253219496428,0.0,-1.295500786861407e-16,0.3569983453526435,0.0,0.0,2.9102958981374106e-16,-0.45790346852540054,0.0,-1.0936687419869822e-15,0.0,0.0,-3.7330851873527326e-16,0.0
GTM,-0.3210713737769566,-0.39939802589195916,-0.5965180665782381,-0.176672197394219,-0.48968780900230285,-0.3898890435570126,-0.6001887898927171,-0.1852009529345788,-0.9016753343911016,-0.8742930102300289,-0.6505860817834869,-0.8389767309541901,-0.8080798638785297,-0.21245134777913907,-0.9401680030115671,-0.9169674537021405,-0.3961956056841282,1.2380020486149446,-1.2252933142070057,0.0,-1.0082117043745178,-1.078709187852186,-0.5080036201541365
GUM,-0.2239578662817365,-0.4173439379738661,-0.40326628803349596,-0.17902372906370032,-0.4699221839648714,-0.46836901807429404,-0.5229422786536536,-0.19668570517495956,0.7157751911733667,0.7679168577721667,0.0,-1.295500786861407e-16,-0.8792474162430235,0.0,0.0,2.9102958981374106e-16,0.0,0.0,-1.0936687419869822e-15,0.0,0.0,-3.7330851873527326e-16,0.0
GUY,-0.3163008589145456,-0.4173439379738661,-0.46524075879451227,-0.17902372906370032,-0.43875064839367367,-0.12876969268425503,-0.5401603760286091,-0.14698877118517853,-0.4309512208241995,-0.47836491390898683,-0.6591084276944975,-0.9476427449897046,-0.590081052330321,-0.19522705612800217,-0.7471468469186007,-1.1563804802191244,-0.8484826401702616,0.6898830763207051,-1.1760388528182129,0.0,0.4712753757348246,-3.7330851873527326e-16,-0.49944468221556026
HKG,0.13126155653273242,0.03068412548005869,-0.2878871152040368,-0.08295759051685751,0.21816259170691923,0.35097013971343693,0.060328035470315074,-0.014226114678376386,0.0,1.1891113377664138,7.6312402890719655,5.888105909741011,1.3542059878541626,0.0015435845932736142,-0.5397828642341634,1.1495211348101988,0.1387882811782131,0.0,-1.0936687419869822e-15,0.0,-0.9540841386342065,0.24526113555510015,1.075975980843709
HND,-0.313085469565061,-0.4173439379738661,-0.594785488315493,-0.17902372906370032,-0.4787619331455655,-0.46836901807429404,-0.6181753433885779,-0.19200935752315562,-0.9689216363292305,-1.1148151401111563,-0.5199101111479904,-0.8134511571874585,-0.8701794835502743,-0.21193879022350334,0.7238581313541125,-0.7998950221048269,-0.6409478123043252,1.5020593637347976,-1.8040332355253275,-1.1878196095947122,-0.8277864569735243,-1.0051552031516768,-0.5660233436800616
HRV,0.6479432961599669,1.2114987302772269,1.8628804655198377,0.31280338511232764,0.9511092524342379,2.071191112502094,1.5568102077847774,0.283725679577399,0.7617858188152443,0.6488923131940332,-0.47445759962260026,-0.3882680284444726,0.722652090285132,-0.16656152699220564,-0.21825122114947168,1.1808717586790989,-0.024173070190957085,-0.9157987792565804,0.27081095047759124,-0.34539171913901967,1.4816568297419825,-0.5533241546626065,-0.19346265091146148
HTI,-0.3519792962763205,-0.4173439379738661,-0.6341989169014027,-0.17902372906370032,-0.5514388803163659,-0.46836901807429404,-0.6714939037222761,-0.19668570517495956,-1.223749727884245,-1.4058437298785003,-0.34188777434021256,-0.7077023515824278,-1.0141984623732927,-0.22129317734695553,-1.9104145464192064,2.9102958981374106e-16,-0.534979675336488,2.855686509424951,-2.7398680019124,0.0,-0.3045532221898195,-3.7330851873527326e-16,-0.6345359959287604
HUN,0.0047635675622203595,0.405224627503554,0.0071479700634867185,-0.08720707180901852,0.07628058316634738,0.970513866630589,0.1624695609476026,-0.009515937411942368,0.970603282728381,0.7570270534469044,0.1457797972342852,1.2307826504739299,0.9437946323437304,-0.07618427577271504,0.04009234160572417,0.5111408758770419,0.42576363042669924,-1.1771888487691613,0.8433940641223133,-0.2164032881822344,-0.12412797478882596,-0.8790628152811042,-0.1644939378885882
IDN,-0.3269710608743875,-0.3863412757517028,-0.5276126799353995,-0.16623464558203482,-0.4806522543532365,-0.42819747395571944,-0.5091619156348253,-0.1756693518768202,-1.0397072173167345,-1.0570595649379224,-0.5303263117058923,-0.7478139675015774,-0.924488670787008,-0.21538688685864663,-0.6909656082792812,-0.39366749893488057,-0.2118465397561279,0.012402692073810782,0.4924560267271614,-1.4048760037564745,-0.41280843955285995,-1.152263072519385,-0.5309234683838814
IMN,0.07110272335643282,-0.4173439379738661,0.45541826301792354,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,0.10079658923576991,-0.19668570517495956,0.0,2.5344489434616367e-16,0.0,-1.295500786861407e-16,-1.3388110162319475e-16,0.0,0.0,2.9102958981374106e-16,0.0,0.0,-1.0936687419869822e-15,0.0,0.0,-3.7330851873527326e-16,0.0
IND,-0.08080178407483153,-0.06712179956033396,0.10416776533743854,-0.04049334492673923,0.0002621009580565482,-0.06836585013131995,0.1286987172263877,-0.09323671401443569,-1.0644821706623608,-0.9135291278834655,-0.45930676244747026,-0.690928403107147,-0.9205382180029354,-0.21835436447720435,-0.400611082504521,-0.6890617782185701,-0.16044315699969766,-0.5637223590967768,1.138920832455073,-1.5561038193609813,-0.8819140654746195,0.4659228893798539,-0.6035509946415111
IRL,0.2110161911279195,0.34433233949869585,0.6613991662757464,-0.07090079230602338,0.7841475482067367,1.2526046313967925,0.5114602175761054,-0.09107239457440496,1.1688029094933927,1.0169734667404953,-0.009516283810797492,0.6692200276058352,1.0141023664047648,11.408533944990866,0.6688347787421055,1.3293198133327222,1.5654155409505324,-0.914465156452944,0.8002964104071196,1.7726872747099813,0.5614879994353213,0.5815076365877071,1.4421586188984663
ISL,0.7813509393734396,-0.4173439379738661,1.2827488296324836,-0.17902372906370032,1.4836658220625099,0.3204073216238018,1.5335591206593904,-0.08125624829469225,1.816490975529055,1.6617869580966458,2.678810387451337,2.043225198363615,1.692691584771699,0.07855279911548309,1.3672508219149657,1.700369327415943,1.0075836589003906,-1.65862668088162,1.6930335230789981,2.2548371338725848,-0.62931870197283,0.5815076365877071,1.4010098788091576
ISR,0.24488413210067989,0.7879072518444855,0.17600711953336629,-0.07852322948494123,0.3475815207187442,0.0746760730214724,0.09695888024435645,-0.11254187935132848,0.9068962598396275,0.9728427896535038,-0.505706201296306,0.9215585568426674,1.0390843036497532,-0.10755338933357585,0.7156277310441735,1.043122758238983,0.6401181794112367,0.45383184007720107,-1.12062758375582,0.0,-0.43085094697213566,0.9913079224643565,0.7851366858924758
ITA,-0.2223774528908944,-0.2722438621687522,-0.4208203830361835,-0.15804375656407207,-0.3259669380085018,-0.24518496506732593,-0.4024444692204092,-0.15762090607571325,0.4715649367664775,0.49795810242083605,-0.6174436254628899,-0.4429656865160403,0.7597152017986756,-0.1498770809682805,-0.227809442617374,0.9314704769136433,-0.17697207488416108,-0.5623887362931415,-0.12322474063275513,1.6543737483841028,0.7238706535346213,-0.7109396645879573,0.5595592927228861
JAM,0.30379557613147473,-0.2038778302433193,0.8080290710260013,-0.05315242236866815,0.6092724211373322,-0.09496217788002938,0.6330743054451219,-0.1283803021270766,-0.2610658264541898,-0.30087865247421913,-0.5151754745307622,-0.668320037770899,-0.6060869353600395,-0.2058104131169111,0.8067775077367173,-0.5275789576101036,-0.8164255523262542,0.811242751451547,-0.7081214696246759,0.0,0.8501682924345197,-1.5515556676115834,-0.45755526480464415
JOR,-0.17339063262684287,-0.22424952085247607,-0.28848116160145976,-0.16890292536265578,-0.2459129576003272,-0.23192893729043512,-0.3456136450747413,-0.18185686824181413,-0.03455196729417656,0.06380689366577327,-0.5634687680264893,-0.7361451337796429,-0.6609143593587571,-0.2211979873397381,0.21367850856047407,2.9102958981374106e-16,-0.7226122250952096,0.0,-1.0936687419869822e-15,0.0,0.4712753757348246,1.9264932414255087,-0.46553812038197
JPN,-0.32082169865904875,-0.384183423069061,-0.6139171435047798,-0.1728163463605248,-0.5100279203119085,-0.41450609479508177,-0.6248332124520743,-0.18001161911105867,1.455484512492784,1.4880569574681302,1.8275227236737186,0.6816181634353907,1.228395165863271,-0.08281627153153392,-0.43498700672795976,0.8887323813783949,0.7126569589353128,-0.969143691402005,0.5786513341575494,0.0,-0.8638715149337097,1.527200696139812,0.6677393304176784
KAZ,-0.2595555537286,-0.28328403228286164,-0.41281761152365004,-0.1416950053136229,-0.3424342416537003,0.059267403855201295,-0.41059030366580335,-0.11518175849849223,0.3122973795445933,0.7581439619696304,0.7073077000375418,0.11203321738346628,-0.03935396060081921,-0.21350640665593718,-0.8202938504053628,0.3179186929090796,2.634181602602817,-1.739977671903393,2.1732645216197337,-0.8124187967411722,-0.7917014417741227,0.28729189827259777,-0.2361338943840745
KEN,-0.2561582902594727,-0.3793500072009709,-0.3640278468865129,-0.1607691860100202,-0.2787421417380921,-0.3908310592029544,-0.28527748936972674,-0.17966535834716038,-0.21859447786168726,-0.21359957022538612,-0.24530118734875858,-0.5771572743182863,-0.9973506992373546,-0.21877072994945515,0.5226396724277843,2.9102958981374106e-16,-0.5147013105327117,1.2179977065604104,-1.077529930040626,0.0,0.1284673026501204,-3.7330851873527326e-16,-0.6119864863598193
KGZ,-0.24418926534209737,0.1281401976058976,-0.412908392507234,-0.1400361755458871,-0.40207998685516616,-0.1213903564038242,-0.350647968384022,-0.10147915763309964,-0.7707220095642191,-0.7620405186150487,0.14483286991083957,-0.2708503891175075,-0.7854731834084886,-0.2207600912077447,1.22057272838285,0.21316667348961965,-0.37065058216496505,-1.6746301545252473,2.210205367661328,-1.4093238806860187,-0.07000036628773099,-0.24860087540285755,-0.6232612411442899
KHM,-0.3197106622243844,-0.3606294308532201,-0.5517045150587346,-0.1691149947523985,-0.5047885212393318,-0.4352996242743352,-0.5544663775086903,-0.18458727487859247,-1.3865565641555044,-1.1632135129507892,-0.06254421392375265,-0.6158102860221941,-0.9818607785032542,-0.22035652170078096,-1.3907259560533054,2.9102958981374106e-16,-0.8398255420516221,-1.1491827698928132,1.6129950233222095,-1.402207277598748,-1.4592748389348484,-3.7330851873527326e-16,-0.6209569116992886
KIR,-0.28952057709326456,-0.4173439379738661,-0.6457385601110255,-0.17902372906370032,-0.5616218603440593,-0.46836901807429404,-0.6842920607728267,-0.19668570517495956,-1.1918962164398683,-1.3773184477767972,0.0,-1.295500786861407e-16,-0.9779434547862059,0.0,4.078149198855335,2.9102958981374106e-16,-0.8037283098032922,-0.23565114940241433,-0.16632239434794946,0.0,0.0,-3.7330851873527326e-16,-0.6144142620250885
KNA,-0.08692819104274192,-0.4173439379738661,0.3445496811340319,-0.17902372906370032,0.00014821636808861125,-0.46836901807429404,-0.1900619660898089,-0.19668570517495956,0.0,0.8592300060945335,0.0,-1.295500786861407e-16,0.9141332635594038,-0.18883587962865894,-0.18129644492587232,1.5724650323724358,-0.8573154130773541,0.0,-1.0936687419869822e-15,0.0,0.0,-3.7330851873527326e-16,-0.036315612510391906
KOR,-0.32991523619815455,-0.40549490373234887,-0.6264597867949442,-0.17902372906370032,-0.5166261798561472,-0.44764202809035875,-0.656801796416091,-0.19213592627651435,0.0,1.3655990631918806,2.0689891911523537,1.4284235216391945,1.9083080169334738,-0.047100138337633775,0.03430356332264577,2.2376601135634853,1.664283108023304,0.0,-1.0936687419869822e-15,0.0,-0.8999565730743203,0.2557688761460528,0.45150270124836167
KWT,-0.2650972915379698,-0.26800503916942514,-0.5450756716750705,-0.17902372906370032,-0.4237846705563931,-0.46836901807429404,-0.5768855410060184,-0.19668570517495956,1.0732423751602622,1.086767912683746,-0.07674812377543708,-0.4196280190721714,-0.9102233106702157,0.0,-0.4366001465702796,-0.5605765632520557,-0.8566668095393827,0.0,-1.0936687419869822e-15,0.0,-0.9901691967748171,-0.9526166998432265,0.5240479300258127
LAO,-0.3456430472336088,-0.4173439379738661,-0.6336755911576926,-0.17902372906370032,-0.5433736649571802,-0.43054236963142306,-0.6702445763227718,-0.19668570517495956,-1.1565034259461162,-1.1917488712441977,-0.29359448084448564,-0.7448967590710938,-1.0018591733288267,0.0,-0.20042387664091105,-0.9593147013699571,0.0,-0.19830971090061683,0.5047696420743594,-1.4973918438909963,-1.2788495969466125,-3.7330851873527326e-16,-0.5940456356808808
LBN,-0.2168877047631023,-0.2674422644395833,-0.43204004936564167,-0.172476304205135,-0.3218037170490327,-0.46836901807429404,-0.4153435042845139,-0.17110389114150545,0.8962784226915019,0.7985923697210405,-0.7092955758371158,-0.8892985763800324,0.7040644725275151,-0.21647758175956788,-1.0880860074677716,0.08435131196759933,-0.6739119996789998,0.0,-1.0936687419869822e-15,0.0,-0.37672333847104056,1.15943117298066,-0.33731864626368435
LCA,-0.2745114530336986,-0.4173439379738661,-0.04871668298478537,-0.17902372906370032,-0.053604580542822425,-0.46836901807429404,-0.16286224726687795,-0.19668570517495956,-0.3530870817379449,0.026354235905674806,0.0,-1.295500786861407e-16,0.1425706825045747,-0.20355859504045246,0.15689929256627735,-0.9769945625078591,-0.3801837683695287,0.4271593840044883,-0.7389055079926716,0.0,0.0,-1.4885094736237585,-0.3576461238678028
LIE,-0.3554560797923818,-0.4173439379738661,-0.2775327927966791,-0.17902372906370032,-0.14387079857052879,-0.46836901807429404,0.41828614002402525,-0.19668570517495956,1.7209304411959243,1.6061856376828698,0.0,-1.295500786861407e-16,2.1489463956341024,0.0,-1.0972163167529252,-0.13207986305726138,0.0,0.0,-1.0936687419869822e-15,0.0,0.0,-3.7330851873527326e-16,5.793349842162227
LKA,0.14946829237517534,0.013986654958810943,0.5051959017444742,-0.08859310214008287,0.7039906508208401,0.059786278975775625,0.5999466041648698,-0.1469991496598089,-0.8238111953048471,-0.7712540589739378,0.0,-1.295500786861407e-16,-0.8147225447977234,0.0,-1.6102327027550358,-0.8194785761766779,-0.7900976501510872,-0.028939614838893717,0.4370447576647684,-1.2109485696283426,-0.701488818073626,2.3257857867112053,-0.507139496612261
LSO,-0.34498070169859757,-0.4173439379738661,-0.6135456166593193,-0.17902372906370032,-0.5324020328262481,-0.46836901807429404,-0.6650119512421613,-0.19668570517495956,-1.4219493546492565,-1.2676633504112005,-0.2973821901382681,-0.5917433164707044,-1.0088014333793531,-0.2199546148768883,4.623494767603981,-1.2644469315535323,-0.8685850741387644,1.9741618362218067,-2.2103825419828724,0.0,3.1956966800514213,-1.919325200122589,-0.6267177353117919
LTU,0.36446319212708084,1.3674069527261996,1.672460548698198,0.28870376519562346,0.7063791013167967,0.9089777273531082,1.9998548615611367,0.7036191834221079,0.8254928417039978,0.7050677329143944,3.501690231525587,2.3735990531158837,0.994755444075637,-0.2077624328178153,0.11691551342094757,1.139391125752083,0.24881000449013627,-0.5637223590967768,0.04916587422802109,-0.11854999573225972,0.5073603909342262,-0.3431701414288054,-0.08544720817702638
LUX,1.1237786946176123,0.10190122003802347,0.005986855687477861,0.025093190495179354,2.2043594616228086,0.4399236181700212,0.8094999883722275,0.2685324069117572,1.7209304411959243,1.630900999663818,0.9516149494865138,1.6238764864815962,1.6087211671269472,6.364981996087303,-0.5282272852264758,2.9102958981374106e-16,-0.2259162165140279,-0.611732780027659,0.38779029627597505,4.4236219247183906,-0.43085094697213566,1.4221236895229112,3.503545902412471
LVA,0.3465229726129707,0.8065859565507031,1.3527483772035527,0.20187142962295476,0.6810105895261825,0.869735069459882,1.6015616130421495,0.5865864107608363,1.0626245380121366,0.9840936001469152,2.784866247677247,1.9433108096195515,0.8505223572330145,-0.2022865452777642,0.19686658826840675,1.078293580289721,0.5398761639376473,-0.5197128065768015,-0.05549985622316467,-0.2831214421253991,0.27280753503213756,-0.22758539422095225,-0.10680340428337755
MAC,-0.304925028123187,-0.4173439379738661,-0.5758571227359591,-0.17902372906370032,-0.48233726663813936,-0.46836901807429404,-0.5680379979626584,-0.19668570517495956,0.7299323073708672,0.9270061853818093,0.0,-1.295500786861407e-16,1.1008738664807687,0.04354357051543162,-1.3697272768536726,1.1731285529268036,-0.8534765004587033,0.0,-1.0936687419869822e-15,0.0,-1.2608070678763073,0.3608458827629533,2.551981287847209
MAR,-0.12450001370110511,-0.21968621208000716,-0.21388143218446085,-0.14636725784573518,-0.016810893133077216,-0.12261508246979773,-0.021153614103198156,-0.1548876884424852,0.3830829605320974,0.19506954181545205,-0.718764849071572,-0.7492725717168192,-0.7906443586007719,-0.21874639350283662,0.3867929388057146,-0.6611348802052991,-0.3681380385363045,0.1791055425282632,0.06763629724881874,0.0,0.30889255023153916,-0.017431380987151177,-0.5485351291421054
MCO,1.4375915044892595,-0.4173439379738661,2.2931391976232605,-0.17902372906370032,0.27196048177591314,-0.46836901807429404,2.9825237500944533,0.8147754669013071,1.6112127906652933,1.4892658208262648,0.0,-1.295500786861407e-16,2.5100930485801034,0.0,-1.938968791316952,2.9102958981374106e-16,0.0,0.0,-1.0936687419869822e-15,0.0,0.0,-3.7330851873527326e-16,7.052912776295964
MDA,0.7214064100133011,0.3191107763951497,1.4734282043476854,0.3613812848022436,1.0308996883746517,1.0131158661770865,1.8376111083279774,0.5479764059941323,0.1282548689770826,-0.06328461489319741,0.0,-1.295500786861407e-16,0.09452672880264894,-0.21590767461727123,1.6067903392245262,0.023090802604319977,-0.4929959348833198,-1.673296531721612,2.0255011374533534,-1.0472666986211119,-0.917999080674021,0.5079536520973514,-0.5927288759980229
MDG,-0.34274043471880866,-0.40533504705659135,-0.6061025723315312,-0.17272941820818488,-0.5267864442906735,-0.4263557724182907,-0.6140819848992459,-0.18900043705176464,-1.5210491680317622,-1.6920460324837738,0.13820437864672017,0.07192160146431661,-1.0062577859767736,-0.22078789856439587,-1.3584186855701503,-1.4936690324211612,-0.8150537078377287,0.4364947436299377,-0.4310651243127134,0.0,-0.8819140654746195,-0.9841398217929278,-0.6516950205460021
MDV,-0.11068248069375271,0.3917465937142633,-0.1943954647674964,-0.17902372906370032,-0.26291130268131807,-0.46836901807429404,0.10410030832510153,-0.09312780436969989,-0.038091246343551814,0.10168598203674875,0.0,-1.295500786861407e-16,-0.5888349528677458,-0.21418439835668984,0.35234022316911373,-1.1454645570820614,-0.8689076565679573,-0.13429581632610751,-0.04318624087596605,0.0,0.5614879994353213,-3.7330851873527326e-16,-0.3532020599381575
MEX,-0.3117671341455807,-0.370821863296489,-0.5697211891226174,-0.1741469356665401,-0.48003764482200617,-0.41954161098120507,-0.5872601077898407,-0.18656305764639108,-0.05932692063980309,0.20759096368550142,-0.29454140816793123,-0.2686624827946448,-0.24290598117096956,-0.21774495580394163,0.3284169358222219,-0.4412288091194788,0.5151716490222965,1.1779890224513423,-0.8374144307702583,-0.9280635969093244,-0.6473612095725308,0.644553680840797,-0.29793930199821606
MKD,1.9245730099544747,3.7523245834853856,4.928660072818068,0.9513969141862118,2.7143690968223058,2.5497621961721615,3.3520215907765016,0.15297212112492867,0.5671254710996081,0.6694770072829408,-0.19511403920614043,-0.1731239066963066,0.251550621460363,-0.20010507394464722,-0.6889245568029105,-0.05581292822601993,-0.5873869259818004,0.6232019361389242,-0.6403965852150855,-1.0125732585706662,3.502419394948327,-0.2170776536299996,-0.46911806076973983
MLI,-0.3550401206250283,-0.4173439379738661,-0.6449715644104221,-0.17902372906370032,-0.5607516586885019,-0.46836901807429404,-0.6835264809307379,-0.19668570517495956,-1.5175098889823873,-1.4722184499737598,-0.6250190440504549,-0.9337860049449074,-1.0127693137400273,0.0,-0.11404248335778584,-1.3859888193718968,-0.7513443371782897,-0.8451167706638923,0.9480597945734991,0.0,-0.07000036628773099,-3.7330851873527326e-16,-0.6380336388363517
MLT,0.43552482446034513,1.721841176609493,1.2105418390337914,0.007847484257184996,0.8674896731790096,1.4026220322601861,1.1685616823863536,0.07711495275376516,0.8396499579014989,0.8764938978620455,0.0,-1.295500786861407e-16,1.6413190884473863,0.7675963764712856,1.2093023363719462,0.1789487921194898,2.374134849192244,0.0,-1.0936687419869822e-15,0.0,-0.46693596217153727,-0.8475396933314028,0.26596303218566913
MMR,-0.3526809231337324,-0.4173439379738661,-0.6398538161225436,-0.17902372906370032,-0.5549452727735149,-0.46836901807429404,-0.6750981602800629,-0.19598124342273396,-1.5564419585255143,-1.0633397589238598,-0.23015035017362856,-0.6107051712688478,-0.994051205465091,0.0,-1.839912327608011,-1.113474147750457,-0.8687358666798094,0.0,-1.0936687419869822e-15,0.0,-0.9360416312149308,-3.7330851873527326e-16,-0.6191463671353591
MNE,0.3674321941282721,2.450034206782837,1.886863817936682,0.4471848546502463,0.9254814702921823,1.6215384923260228,1.7771107832859603,0.41498803987635274,0.4113971929270989,0.4620532431574574,-0.6221782620801181,-0.5603833258430055,0.2452472331455545,-0.21431168524331937,0.0,0.5992751115391577,0.0,-0.993148901867446,1.2497433705798588,-0.588245799492139,1.9146773549427727,-0.5428164140716538,-0.40365041528764983
MNG,-0.2676389471551573,-0.21829723093075198,-0.47455771670329205,-0.11381881911441218,-0.3936523749112327,-0.38132311331893365,-0.42106783698286115,-0.14573254682901252,-0.9724609153786057,-1.076322237278615,0.49614290690916724,-0.0965471853961118,-0.4982650445946644,-0.21777038466019913,0.029250254096795658,0.9650200970529632,0.9696447340804,-0.9784790510274542,1.0157846789830902,-0.9378489261543218,-0.6654037169918066,0.7601384280486502,-0.5052055058280635
MOZ,-0.35361952474582736,-0.4173439379738661,-0.6409007576197251,-0.17766007258901725,-0.550644318399878,-0.45926688826590406,-0.6784974143934239,-0.19668570517495956,-1.4077922384517558,-1.5199054916183947,-0.6619492096648344,-0.9279515880839402,-1.0084797090642978,-0.22087491307891877,1.0559029804656648,-1.4228541803047308,0.2253984119894321,0.8272462250951741,-0.7450623156662712,0.0,2.54616572084625,-3.7330851873527326e-16,-0.6470452129159102
MRT,-0.3518350942559699,-0.4173439379738661,-0.6323849399229023,-0.17902372906370032,-0.5540466273504382,-0.46836901807429404,-0.6642986063282973,-0.19668570517495956,-1.379478006056754,-1.2987876151116684,-0.37787101263114636,-0.6325842344974749,-0.9990659893509571,-0.21925331352361893,-0.7024773627602078,-1.4437251373567435,0.0,-0.9278013844893004,0.6894738722823343,0.0,4.061737730453002,-3.7330851873527326e-16,-0.6136324359633917
MUS,-0.11335249865160296,-0.1831200701732948,0.0946650007478778,-0.1483323470727704,0.03134141857176905,-0.058651544404468264,0.0873492943613275,-0.10674867953449746,-0.21859447786168726,-0.0524990006515962,0.0,-1.295500786861407e-16,0.08391069359416814,-0.20887556386415124,0.23518764665163863,-0.0835267857322957,-0.8632885531265657,-0.4717023856459184,0.6094353725255451,-0.8506705383352533,-0.1421705684513697,0.12967638834724696,-0.29271341200687384
MWI,-0.3541811347095603,-0.4173439379738661,-0.6386858673918022,-0.17902372906370032,-0.5598437061262227,-0.46836901807429404,-0.6780345731359925,-0.19668570517495956,-1.4077922384517558,-1.5092707792356042,-0.7045609392198876,-0.9731683187564361,-1.0103644674223424,-0.22131732305857185,1.274191598465209,-1.634897340018308,-0.6310198491161682,0.8992618564914974,-0.6034557391734902,0.0,-0.1782555834703462,-3.7330851873527326e-16,-0.6529706314887707
